1501	5214266	Register	67	533
1501	5214908	Initial Exam	67	1041
1501	5216009	Initial Exam Decision	67	314
1501	5216425	Inform about Isolation	67	0
1501	5216523	Test III	67	1660
1501	5218183	Test III Decision	67	339
1501	5218621	Discharge Test	67	400
1502	5225599	Register	49	579
1502	5226287	Initial Exam	49	895
1502	5227242	Initial Exam Decision	49	313
1502	5227666	Inform about Isolation	49	0
1502	5227761	Test III	49	1941
1502	5229702	Test III Decision	49	201
1502	5231785	Discharge Test	49	428
1503	5226179	Register	32	679
1503	5226948	Initial Exam	32	814
1503	5227822	Initial Exam Decision	32	269
1503	5228751	Discharge Init Exam	32	378
1504	5226859	Register	73	569
1504	5227539	Initial Exam	73	1054
1504	5228653	Initial Exam Decision	73	273
1504	5229680	Discharge Init Exam	73	390
1505	5227429	Register	46	659
1505	5228184	Initial Exam	46	846
1505	5229090	Initial Exam Decision	46	318
1505	5229516	Inform about Isolation	46	0
1505	5229703	Test III	46	1676
1505	5231379	Test III Decision	46	282
1505	5231780	Referral	46	620
1505	5231780	Inform Authority Fill Form	46	459
1505	5232249	Inform Authority Send Form	46	126
1505	5236370	Register Facility	46	618
1505	5237104	Decide Treatment	46	707
1505	5239087	Treatment B	46	946
1505	5240183	Check Treatment B	46	276
1505	5326851	Treatment B-1	46	920
1505	5327827	Check Treatment B-2	46	302
1505	5414535	Treatment B-3	46	832
1505	5415461	Check Treatment B-4	46	306
1505	5502184	Treatment B-5	46	830
1505	5503322	Check Treatment B-6	46	310
1505	5590019	Treatment B-7	46	879
1505	5591099	Check Treatment B-8	46	306
1505	5677793	Discharge	46	448
1506	5228089	Register	24	662
1506	5228869	Initial Exam	24	807
1506	5229736	Initial Exam Decision	24	228
1506	5230680	Discharge Init Exam	24	442
1507	5229129	Register	52	551
1507	5229773	Initial Exam	52	862
1507	5230695	Initial Exam Decision	52	281
1507	5232213	Discharge Init Exam	52	377
1508	5230070	Register	44	610
1508	5230789	Initial Exam	44	951
1508	5231800	Initial Exam Decision	44	309
1508	5232206	Inform about Isolation	44	0
1508	5232313	Test III	44	1607
1508	5233920	Test III Decision	44	287
1508	5234324	Referral	44	594
1508	5238697	Register Facility	44	583
1508	5239381	Decide Treatment	44	642
1508	5241507	Treatment B	44	1012
1508	5242591	Check Treatment B	44	294
1508	5246474	Inform Authority Fill Form	44	483
1508	5246967	Inform Authority Send Form	44	112
1508	5329288	Treatment B-1	44	988
1508	5330571	Check Treatment B-2	44	298
1508	5417244	Treatment B-3	44	917
1508	5418346	Check Treatment B-4	44	306
1508	5505039	Treatment B-5	44	924
1508	5506058	Check Treatment B-6	44	313
1508	5592763	Treatment B-7	44	822
1508	5593639	Check Treatment B-8	44	301
1508	5680330	Discharge	44	340
1509	5231122	Register	31	663
1509	5231880	Initial Exam	31	962
1509	5232902	Initial Exam Decision	31	314
1509	5233307	Inform about Isolation	31	0
1509	5233921	Test III	31	1641
1509	5235562	Test III Decision	31	284
1509	5235947	Referral	31	709
1509	5238506	Register Facility	31	546
1509	5239149	Decide Treatment	31	494
1509	5240917	Treatment B	31	843
1509	5247079	Inform Authority Fill Form	31	491
1509	5247580	Inform Authority Send Form	31	100
1509	5328168	Treatment B-1	31	801
1509	5329088	Check Treatment B	31	300
1509	5415792	Treatment B-2	31	892
1509	5503090	Treatment B-3	31	804
1509	5590299	Treatment B-4	31	845
1509	5677554	Treatment B-5	31	859
1509	5764913	Treatment B-6	31	930
1509	5852238	Discharge	31	416
1510	5232590	Register	66	496
1510	5233191	Initial Exam	66	863
1510	5234114	Initial Exam Decision	66	286
1510	5234834	Discharge Init Exam	66	452
1511	5233087	Register	28	572
1511	5233749	Initial Exam	28	905
1511	5234714	Initial Exam Decision	28	274
1511	5235935	Discharge Init Exam	28	351
1512	5233660	Register	50	516
1512	5234276	Initial Exam	50	904
1512	5235240	Initial Exam Decision	50	309
1512	5235640	Inform about Isolation	50	0
1512	5235753	Test III	50	1668
1512	5237421	Test III Decision	50	442
1512	5237953	Referral	50	552
1512	5241815	Register Facility	50	629
1512	5242540	Decide Treatment	50	598
1512	5244470	Treatment B	50	939
1512	5245411	Check Treatment B	50	307
1512	5247571	Inform Authority Fill Form	50	460
1512	5248041	Inform Authority Send Form	50	127
1512	5332135	Treatment B-1	50	913
1512	5333197	Check Treatment B-2	50	288
1512	5419893	Treatment B-3	50	859
1512	5420841	Check Treatment B-4	50	293
1512	5507535	Treatment B-5	50	954
1512	5508813	Check Treatment B-6	50	289
1512	5595498	Treatment B-7	50	852
1512	5596403	Check Treatment B-8	50	286
1512	5683098	Discharge	50	411
1513	5234177	Register	30	657
1513	5234924	Initial Exam	30	837
1513	5235821	Initial Exam Decision	30	284
1513	5236862	Discharge Init Exam	30	399
1514	5235286	Register	19	649
1514	5236034	Initial Exam	19	953
1514	5237047	Initial Exam Decision	19	265
1514	5237425	Inform about Isolation	19	0
1514	5237536	Test III	19	1761
1514	5239297	Test III Decision	19	431
1514	5239845	Referral	19	696
1514	5242384	Register Facility	19	681
1514	5243180	Decide Treatment	19	561
1514	5244986	Treatment B	19	880
1514	5248168	Inform Authority Fill Form	19	442
1514	5248620	Inform Authority Send Form	19	127
1514	5332268	Treatment B-1	19	949
1514	5419621	Treatment B-2	19	898
1514	5506884	Treatment B-3	19	825
1514	5594108	Treatment B-4	19	783
1514	5681310	Treatment B-5	19	969
1514	5768668	Treatment B-6	19	900
1514	5855962	Discharge	19	418
1515	5236286	Register	54	576
1515	5236963	Initial Exam	54	947
1515	5237970	Initial Exam Decision	54	247
1515	5238337	Inform about Isolation	54	0
1515	5239300	Test III	54	1855
1515	5241155	Test III Decision	54	406
1515	5241678	Referral	54	528
1515	5245939	Register Facility	54	667
1515	5246716	Decide Treatment	54	608
1515	5248610	Treatment A2	54	1743
1515	5248747	Inform Authority Fill Form	54	467
1515	5249224	Inform Authority Send Form	54	122
1515	5250570	Check Treatment A2	54	282
1515	5250852	Treatment A3	54	622
1515	5251530	Check Treatment A3	54	295
1515	5251825	Treatment A1	54	1204
1515	5253213	Check Treatment A1	54	317
1515	5282344	Treatment A1-1	54	943
1515	5283509	Check Treatment A1-2	54	291
1515	5312611	Treatment A1-3	54	1248
1515	5314014	Check Treatment A1-4	54	286
1515	5337237	Treatment A2-5	54	2001
1515	5339398	Check Treatment A2-6	54	291
1515	5343075	Treatment A1-7	54	1230
1515	5344552	Check Treatment A1-8	54	297
1515	5387066	Treatment A1-9	54	1295
1515	5388637	Check Treatment A1-10	54	319
1515	5417751	Treatment A1-11	54	1215
1515	5418999	Check Treatment A1-12	54	330
1515	5424605	Treatment A3-13	54	628
1515	5425395	Check Treatment A3-14	54	336
1515	5426086	Treatment A2-15	54	1756
1515	5428102	Check Treatment A2-16	54	283
1515	5448158	Treatment A1-17	54	1248
1515	5449689	Check Treatment A1-18	54	297
1515	5478783	Treatment A1-19	54	1277
1515	5480324	Check Treatment A1-20	54	305
1515	5509411	Treatment A1-21	54	1379
1515	5510938	Check Treatment A1-22	54	314
1515	5514774	Treatment A2-23	54	1608
1515	5516570	Check Treatment A2-24	54	321
1515	5559866	Treatment A1-25	54	1250
1515	5561705	Check Treatment A1-26	54	319
1515	5591405	Treatment A1-27	54	1156
1515	5592614	Check Treatment A1-28	54	309
1515	5598510	Treatment A3-29	54	588
1515	5599252	Check Treatment A3-30	54	317
1515	5603300	Treatment A2-31	54	1772
1515	5605138	Check Treatment A2-32	54	299
1515	5623674	Treatment A1-33	54	1022
1515	5624840	Check Treatment A1-34	54	312
1515	5653945	Treatment A1-35	54	1018
1515	5655079	Check Treatment A1-36	54	321
1515	5684210	Treatment A1-37	54	1154
1515	5685409	Check Treatment A1-38	54	283
1515	5691869	Treatment A2-39	54	1672
1515	5693593	Check Treatment A2-40	54	298
1515	5732666	Treatment A1-41	54	1241
1515	5734086	Check Treatment A1-42	54	294
1515	5763166	Treatment A1-43	54	1163
1515	5764576	Check Treatment A1-44	54	297
1515	5772410	Treatment A3-45	54	704
1515	5773215	Check Treatment A3-46	54	278
1515	5780310	Treatment A2-47	54	1846
1515	5782260	Check Treatment A2-48	54	300
1515	5793699	Treatment A1-49	54	1142
1515	5794956	Check Treatment A1-50	54	295
1515	5824068	Treatment A1-51	54	1237
1515	5825611	Check Treatment A1-52	54	320
1515	5854721	Treatment A1-53	54	1197
1515	5856069	Check Treatment A1-54	54	280
1515	5868946	Treatment A2-55	54	1796
1515	5870777	Check Treatment A2-56	54	290
1515	5907829	Treatment A1-57	54	1113
1515	5909199	Check Treatment A1-58	54	318
1515	5938451	Treatment A1-59	54	1255
1515	5939719	Check Treatment A1-60	54	291
1515	5946283	Treatment A3-61	54	598
1515	5947126	Check Treatment A3-62	54	282
1515	5957485	Treatment A2-63	54	1757
1515	5959488	Check Treatment A2-64	54	304
1515	5969795	Treatment A1-65	54	1131
1515	5971039	Check Treatment A1-66	54	295
1515	6000136	Treatment A1-67	54	1218
1515	6001509	Check Treatment A1-68	54	331
1515	6030645	Treatment A1-69	54	1294
